Id,Dwelling Type,Lot Frontage,Lot Area,Alley,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,Basement Area,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Yr Built,Garage Finish,Garage Cars,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Sale Condition,Sale Price
670,1-STORY 1945 & OLDER,80.0,11600,,Level,Crawford,Normal,4,5,1922,0.0,0,700,700,1180,0,1180,0,0,1,0,2,1,Fair,5,1,1922.0,Unfinished,1,0,0,67,0,0,0,Normal Sale,137500
671,2-STORY 1946 & NEWER,64.0,8633,,Level,College Creek,Normal,6,5,2005,0.0,193,545,738,738,738,1476,1,0,2,1,3,1,Good,7,0,2005.0,Finished,2,100,35,0,0,0,0,Normal Sale,173500
672,2-STORY 1945 & OLDER,54.0,6629,,Level,Edwards,Adjacent Arterial St,6,6,1925,0.0,551,121,672,697,672,1369,1,0,2,0,3,1,Average,6,0,1930.0,Unfinished,1,147,0,0,0,0,0,Normal Sale,103600
673,1-STORY 1946 & NEWER,,11250,,Level,Veenker,Normal,6,6,1977,0.0,767,441,1208,1208,0,1208,1,0,1,1,3,1,Average,6,1,1977.0,Rough Finished,2,198,42,0,0,0,0,Normal Sale,165000
674,1-STORY 1946 & NEWER,110.0,14442,,Level,Crawford,Normal,6,7,1957,106.0,1186,291,1477,1839,0,1839,1,0,2,0,3,1,Good,7,2,1957.0,Finished,2,0,87,0,0,200,0,Normal Sale,257500
675,1-STORY 1946 & NEWER,80.0,9200,,Level,North Ames,Normal,6,6,1965,0.0,892,244,1136,1136,0,1136,1,0,1,0,3,1,Average,5,1,1965.0,Rough Finished,1,426,0,0,0,0,0,Normal Sale,140000
676,2-STORY PUD,24.0,2289,,Level,Northpark Villa,Normal,6,6,1978,0.0,311,544,855,855,586,1441,0,0,2,1,3,1,Average,7,1,1978.0,Unfinished,2,28,0,0,0,0,0,Normal Sale,148500
677,2-STORY 1945 & OLDER,60.0,9600,Grvl,Level,Old Town,Normal,4,2,1900,0.0,0,1095,1095,1095,679,1774,1,0,2,0,4,2,Average,8,0,1920.0,Unfinished,3,0,0,90,0,0,0,Normal Sale,87000
678,1-STORY 1945 & OLDER,52.0,9022,,Level,Old Town,Normal,5,8,1924,0.0,0,768,768,792,0,792,0,0,1,0,2,1,Good,5,0,1924.0,Unfinished,1,316,0,120,0,0,0,Normal Sale,109500
679,1-STORY 1946 & NEWER,80.0,11844,,Level,Stone Brook,Normal,8,5,2008,464.0,0,2046,2046,2046,0,2046,0,0,2,1,3,1,Good,7,1,2008.0,Finished,3,322,82,0,0,0,0,Home was not completed when last assessed (associated with New Homes),372500
680,1-STORY 1946 & NEWER,,9945,,Level,Sawyer,Normal,5,5,1961,57.0,827,161,988,988,0,988,1,0,1,0,3,1,Average,5,0,1963.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,128500
681,1-STORY PUD,50.0,8012,,Level,Sawyer West,Normal,6,5,1980,0.0,543,261,923,923,0,923,0,0,2,0,2,1,Average,5,1,1980.0,Rough Finished,1,80,0,0,0,0,0,Normal Sale,143000
682,1-1/2 STORY ALL AGES,55.0,4500,Pave,Banked,South & West of Iowa State,Normal,5,5,1932,0.0,182,611,793,848,672,1520,0,0,1,0,3,1,Average,6,0,1968.0,Unfinished,1,0,0,56,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",159434
683,1-STORY PUD,,2887,,Hillside,Clear Creek,Normal,6,5,1996,0.0,1003,288,1291,1291,0,1291,1,0,1,0,2,1,Good,6,1,1996.0,Unfinished,2,307,0,0,0,0,0,Normal Sale,173000
684,1-STORY 1946 & NEWER,90.0,11248,,Level,College Creek,Normal,9,5,2002,215.0,1059,567,1626,1668,0,1668,1,0,2,0,3,1,Good,7,1,2002.0,Finished,3,257,45,0,0,0,0,Normal Sale,285000
685,2-STORY 1946 & NEWER,58.0,16770,,Level,Northridge,Normal,7,5,1998,30.0,0,1195,1195,1195,644,1839,0,0,2,1,4,1,Average,7,0,1998.0,Finished,2,0,81,0,0,0,0,Normal Sale,221000
686,2-STORY PUD,,5062,,Level,Stone Brook,Normal,7,5,1984,0.0,828,180,1190,1190,900,2090,1,0,2,0,3,1,Good,6,1,1984.0,Finished,2,219,0,0,0,0,0,Normal Sale,207500
687,2-STORY 1946 & NEWER,84.0,10207,,Level,Somerset,Normal,7,6,2007,0.0,0,874,874,874,887,1761,0,0,3,0,3,1,Good,7,0,2007.0,Finished,2,144,105,0,0,0,0,Home was not completed when last assessed (associated with New Homes),227875
688,2-STORY PUD,,5105,,Level,Somerset,Normal,7,5,2004,0.0,239,312,551,551,551,1102,0,0,2,1,2,1,Good,4,0,2004.0,Unfinished,2,0,60,0,0,0,0,Normal Sale,148800
689,1-STORY 1946 & NEWER,60.0,8089,,Hillside,Stone Brook,Normal,8,6,2007,0.0,945,474,1419,1419,0,1419,1,0,2,0,2,1,Good,7,1,2007.0,Rough Finished,2,140,0,0,0,0,0,Home was not completed when last assessed (associated with New Homes),392000
690,1-STORY PUD,61.0,7577,,Level,Northridge Heights,Normal,6,5,2005,256.0,20,1342,1362,1362,0,1362,0,0,2,0,2,1,Good,6,1,2005.0,Rough Finished,2,192,28,0,0,0,0,Normal Sale,194700
691,1-STORY PUD,,4426,,Level,College Creek,Normal,6,5,2004,147.0,697,151,848,848,0,848,1,0,1,0,1,1,Good,3,1,2004.0,Rough Finished,2,149,0,0,0,0,0,Normal Sale,141000
693,2-STORY 1946 & NEWER,42.0,26178,,Level,Timberland,Normal,7,5,1989,293.0,965,245,1210,1238,1281,2519,1,0,2,1,4,1,Good,9,2,1989.0,Rough Finished,2,320,27,0,0,0,0,Normal Sale,335000
694,1-STORY 1945 & OLDER,60.0,5400,,Level,Old Town,Normal,5,6,1921,0.0,0,1073,1073,1073,0,1073,0,0,1,0,2,1,Average,4,0,1968.0,Unfinished,1,0,0,112,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",108480
695,1-1/2 STORY ALL AGES,51.0,6120,,Level,Brookside,Normal,5,6,1936,0.0,0,927,927,1067,472,1539,0,0,1,1,3,1,Average,5,0,1995.0,Unfinished,2,112,0,0,0,0,0,Normal Sale,141500
696,1-STORY 1946 & NEWER,54.0,13811,,Level,Timberland,Normal,6,6,1987,72.0,980,92,1112,1137,0,1137,1,0,2,0,2,1,Good,5,1,1987.0,Unfinished,2,125,0,0,0,0,0,Normal Sale,176000
697,1-STORY 1945 & OLDER,50.0,6000,,Level,Brookside,Normal,5,7,1921,0.0,616,0,616,616,0,616,0,0,1,0,2,1,Average,4,0,1921.0,Unfinished,1,0,0,129,0,0,0,Normal Sale,89000
698,1-STORY 1946 & NEWER,57.0,6420,,Level,Edwards,Normal,5,7,1952,0.0,210,219,980,1148,0,1148,0,1,1,0,2,1,Average,6,0,1952.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,123500
699,1-STORY 1946 & NEWER,65.0,8450,,Level,Sawyer,Adjacent Railroad,5,8,1965,0.0,553,224,894,894,0,894,1,0,1,0,3,1,Average,5,1,1973.0,Unfinished,1,416,144,0,0,0,0,Normal Sale,138500
700,1-STORY PUD,59.0,4282,Pave,Level,Somerset,Normal,7,5,2004,0.0,16,1375,1391,1391,0,1391,0,0,2,0,2,1,Good,5,0,2004.0,Rough Finished,2,156,158,0,0,0,0,Normal Sale,196000
701,1-STORY 1946 & NEWER,85.0,14331,,Level,Timberland,Normal,8,5,2002,630.0,1274,526,1800,1800,0,1800,1,0,2,0,3,1,Good,7,1,2002.0,Finished,3,270,78,0,0,0,0,Normal Sale,312500
702,1-STORY 1946 & NEWER,80.0,9600,,Level,Northwest Ames,Normal,7,5,1969,168.0,0,1164,1164,1164,0,1164,0,0,1,1,3,1,Average,6,0,1969.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,140000
703,2-STORY 1946 & NEWER,82.0,12438,,Level,Stone Brook,Normal,8,5,2006,466.0,0,1234,1234,1264,1312,2576,0,0,2,1,4,1,Excellent,10,1,2006.0,Finished,3,324,100,0,0,0,0,Home was not completed when last assessed (associated with New Homes),361919
704,2 FAMILY CONVERSION,76.0,7630,,Level,Old Town,Adjacent Feeder St,5,9,1900,0.0,0,360,360,1032,780,1812,0,0,2,0,4,2,Good,8,1,1999.0,Unfinished,2,344,0,40,0,0,0,Normal Sale,140000
705,1-STORY 1946 & NEWER,70.0,8400,,Level,College Creek,Normal,7,5,2004,109.0,712,761,1473,1484,0,1484,1,0,2,0,3,1,Good,7,0,2004.0,Rough Finished,2,0,35,0,144,0,0,Normal Sale,213000
706,2 FAMILY CONVERSION,70.0,5600,,Level,Iowa DOT and Rail Road,Normal,4,5,1930,0.0,0,0,0,372,720,1092,0,0,2,0,3,2,Fair,7,0,,No Garage,0,0,0,0,0,0,0,Normal Sale,55000
707,1-STORY 1946 & NEWER,,115149,,Depression,Clear Creek,Normal,7,5,1971,351.0,1219,424,1643,1824,0,1824,1,0,2,0,2,1,Good,5,2,1971.0,Unfinished,2,380,48,0,0,0,0,Normal Sale,302000
708,1-STORY PUD,48.0,6240,,Level,Northridge Heights,Normal,8,5,2006,176.0,863,461,1324,1324,0,1324,1,0,2,0,2,1,Good,6,1,2006.0,Finished,2,192,38,0,0,0,0,Normal Sale,254000
709,2-STORY 1946 & NEWER,65.0,9018,,Level,Gilbert,Normal,7,5,2007,0.0,0,728,728,728,728,1456,0,0,2,1,3,1,Good,8,1,2007.0,Finished,2,100,24,0,0,0,0,Home was not completed when last assessed (associated with New Homes),179540
710,1-STORY 1946 & NEWER,,7162,,Level,Sawyer,Normal,5,7,1966,41.0,0,876,876,904,0,904,0,0,1,0,3,1,Average,6,0,1966.0,Unfinished,1,0,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",109900
712,1-1/2 STORY ALL AGES,66.0,8712,Pave,Hillside,Iowa DOT and Rail Road,Normal,4,7,1900,0.0,0,859,859,859,319,1178,0,0,1,0,2,1,Average,7,0,1964.0,Rough Finished,1,68,0,98,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",102776
713,1-STORY PUD,40.0,4671,,Hillside,Stone Brook,Normal,8,5,1988,0.0,767,461,1228,1228,0,1228,1,0,2,0,2,1,Good,5,1,1988.0,Finished,2,168,120,0,0,0,0,Normal Sale,189000
714,2 FAMILY CONVERSION,60.0,9873,,Level,Brookside,Adjacent Railroad,4,5,1970,160.0,789,171,960,960,0,960,1,0,1,0,3,1,Average,6,0,1970.0,Unfinished,2,0,288,0,0,0,0,Normal Sale,129000
715,2-STORY 1946 & NEWER,,13517,,Level,Sawyer,Adjacent Railroad,6,8,1976,289.0,533,192,725,725,754,1479,0,0,2,1,3,1,Good,6,0,1976.0,Rough Finished,2,0,44,0,0,0,0,Normal Sale,130500
716,1-STORY 1946 & NEWER,78.0,10140,,Level,Northwest Ames,Normal,6,5,1974,174.0,0,1064,1064,1350,0,1350,0,0,2,0,3,1,Average,7,1,1974.0,Rough Finished,2,0,0,0,0,0,0,Normal Sale,165000
717,2-STORY 1945 & OLDER,60.0,10800,Grvl,Banked,Old Town,Normal,7,8,1890,0.0,0,718,718,1576,978,2554,0,0,1,1,3,1,Average,8,0,1996.0,Unfinished,2,0,48,143,0,0,0,Normal Sale,159500
718,1-STORY 1946 & NEWER,80.0,10000,,Level,Northwest Ames,Normal,5,6,1973,0.0,1084,92,1176,1178,0,1178,0,1,1,1,3,1,Good,5,1,1973.0,Unfinished,2,224,0,0,0,0,0,Normal Sale,157000
719,2-STORY 1946 & NEWER,96.0,10542,,Level,Northridge,Normal,7,5,1993,651.0,1173,138,1311,1325,1093,2418,1,0,2,1,3,1,Good,9,1,1993.0,Rough Finished,3,250,154,216,0,0,0,Normal Sale,341000
720,1-STORY 1946 & NEWER,69.0,9920,,Level,College Creek,Normal,5,6,1969,0.0,523,448,971,971,0,971,0,0,1,1,3,1,Average,5,1,1969.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,128500
721,1-STORY PUD,,6563,,Depression,Stone Brook,Normal,8,5,1985,0.0,1148,594,1742,1742,0,1742,1,0,2,0,2,1,Good,5,1,1985.0,Rough Finished,2,114,28,234,0,0,0,Normal Sale,275000
722,1-STORY PUD,,4426,,Level,College Creek,Normal,6,5,2004,169.0,662,186,848,848,0,848,1,0,1,0,1,1,Good,3,0,2004.0,Rough Finished,2,160,0,0,0,0,0,Normal Sale,143000
723,1-STORY 1946 & NEWER,70.0,8120,,Level,North Ames,Normal,4,7,1970,0.0,191,673,864,864,0,864,0,0,1,0,3,1,Average,5,0,1994.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,124500
724,1-1/2 STORY ALL AGES,60.0,8172,,Level,Edwards,Normal,4,6,1954,0.0,0,941,941,997,473,1470,0,0,2,0,4,1,Average,7,0,1958.0,Unfinished,1,0,0,0,0,156,0,Normal Sale,135000
725,1-STORY 1946 & NEWER,86.0,13286,,Level,Edwards,Normal,9,5,2007,340.0,1234,464,1698,1698,0,1698,1,0,2,0,3,1,Excellent,8,1,2007.0,Finished,3,327,64,0,0,0,0,Normal Sale,320000
726,1-STORY 1946 & NEWER,60.0,6960,,Level,North Ames,Normal,4,6,1970,0.0,375,250,864,864,0,864,0,0,1,0,3,1,Good,5,0,1989.0,Unfinished,2,96,0,0,0,0,0,Normal Sale,120500
727,1-STORY 1946 & NEWER,,21695,,Level,Crawford,Normal,6,9,1988,260.0,808,72,880,1680,0,1680,1,0,2,0,3,1,Good,5,1,1988.0,Finished,2,292,44,0,182,0,0,Normal Sale,222000
728,1-STORY 1946 & NEWER,64.0,7314,,Level,College Creek,Normal,7,5,2007,82.0,724,508,1232,1232,0,1232,1,0,2,0,2,1,Good,6,0,2007.0,Rough Finished,2,132,0,0,0,0,0,Normal Sale,194500
729,DUPLEX,85.0,11475,,Level,North Ames,Normal,5,5,1958,95.0,0,1584,1584,1776,0,1776,1,0,2,0,4,2,Average,9,0,1968.0,Unfinished,3,0,25,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",110000
730,1-STORY 1945 & OLDER,52.0,6240,Grvl,Level,Iowa DOT and Rail Road,Normal,4,5,1925,0.0,152,628,780,848,0,1208,0,0,1,0,2,1,Average,5,0,1962.0,Unfinished,2,0,23,112,0,0,0,Normal Sale,103000
731,1-STORY PUD,39.0,5389,,Level,Stone Brook,Normal,8,5,1995,0.0,1180,415,1595,1616,0,1616,1,0,2,0,2,1,Good,5,1,1995.0,Rough Finished,2,237,152,0,0,0,0,Normal Sale,236500
732,SPLIT OR MULTI-LEVEL,73.0,9590,,Level,Timberland,Normal,7,5,2003,442.0,786,82,868,1146,0,1146,1,0,2,0,3,1,Good,6,1,2003.0,Finished,2,160,22,0,0,0,0,Normal Sale,187500
733,2-STORY 1946 & NEWER,75.0,11404,,Level,College Creek,Normal,7,5,1998,202.0,252,901,1153,1153,878,2031,0,0,2,1,3,1,Good,8,1,1998.0,Finished,2,192,84,0,0,0,0,Normal Sale,222500
734,1-STORY 1946 & NEWER,80.0,10000,,Level,Sawyer,Adjacent Feeder St,5,6,1961,0.0,594,270,864,1144,0,1144,1,0,1,0,3,1,Average,6,1,1961.0,Rough Finished,1,165,0,0,0,0,0,Normal Sale,131400
735,1-STORY 1946 & NEWER,,8978,,Level,Sawyer,Normal,5,5,1968,0.0,0,948,948,948,0,948,0,0,1,0,3,1,Average,6,0,1968.0,Unfinished,1,147,0,0,0,0,0,Sale between family members,108000
736,2-1/2 STORY ALL AGES,60.0,10800,,Level,Old Town,Normal,7,7,1914,0.0,390,490,880,880,888,1768,0,0,1,1,2,1,Average,6,2,1914.0,Unfinished,2,0,341,0,0,0,0,Normal Sale,163000
737,DUPLEX,60.0,8544,,Level,North Ames,Normal,3,4,1950,0.0,0,0,0,1040,0,1040,0,0,2,0,2,2,Average,6,0,1949.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,93500
738,2-STORY 1946 & NEWER,72.0,10463,,Hillside,Gilbert,Normal,8,5,2005,0.0,0,893,893,901,900,1801,0,0,2,1,3,1,Good,8,1,2005.0,Finished,3,0,116,0,0,0,0,Normal Sale,239900
739,DUPLEX,60.0,10800,,Level,Edwards,Normal,5,5,1987,0.0,1200,0,1200,1200,0,1200,3,0,3,0,3,1,Average,5,0,,No Garage,0,120,0,0,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",179000
740,2-STORY 1946 & NEWER,65.0,9313,,Level,College Creek,Normal,7,5,2004,0.0,0,864,864,864,864,1728,0,0,2,1,3,1,Good,7,0,2004.0,Rough Finished,2,187,56,0,0,0,0,Normal Sale,190000
741,2-STORY 1945 & OLDER,60.0,9600,Grvl,Level,Old Town,Normal,5,7,1910,0.0,0,264,264,768,664,1432,0,0,2,0,2,1,Average,7,0,1910.0,Unfinished,2,270,0,112,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",132000
742,1-STORY 1946 & NEWER,65.0,6768,,Level,Sawyer,Adjacent Feeder St,6,8,1961,0.0,832,80,912,912,0,912,1,1,1,0,3,1,Good,5,0,1962.0,Unfinished,1,168,0,0,0,0,0,Normal Sale,142000
743,1-STORY 1946 & NEWER,65.0,8450,,Level,Sawyer West,Normal,7,5,2000,108.0,0,1349,1349,1349,0,1349,0,0,2,0,3,1,Average,6,0,2000.0,Unfinished,2,120,55,0,0,0,0,Normal Sale,179000
744,SPLIT OR MULTI-LEVEL,70.0,12886,,Level,Sawyer,Normal,5,6,1963,0.0,444,76,520,1464,0,1464,0,1,2,0,3,1,Average,6,1,1997.0,Rough Finished,2,302,0,0,0,100,0,Normal Sale,175000
745,1-STORY PUD,41.0,5395,,Hillside,Stone Brook,Normal,8,5,1993,0.0,733,604,1337,1337,0,1337,1,0,2,0,2,1,Good,5,1,1993.0,Rough Finished,2,96,0,70,168,0,0,Normal Sale,180000
746,2-STORY 1946 & NEWER,,8963,,Level,Northwest Ames,Normal,8,9,1976,289.0,575,487,1142,1175,1540,2715,0,1,3,1,4,1,Good,11,2,1994.0,Finished,2,0,204,0,0,0,0,Normal Sale,299800
747,2-STORY 1946 & NEWER,,8795,,Level,Gilbert,Normal,7,5,2000,0.0,300,652,952,980,1276,2256,0,0,2,1,4,1,Good,8,1,2000.0,Finished,2,224,54,0,0,0,0,Normal Sale,236000
749,1-STORY 1946 & NEWER,59.0,10593,,Level,Northridge,Normal,7,5,1996,338.0,919,801,1720,1720,0,1720,1,0,2,0,3,1,Good,7,1,1996.0,Finished,2,240,56,154,0,0,0,Normal Sale,260400
751,1-1/2 STORY ALL AGES,55.0,8800,Grvl,Level,Old Town,Normal,4,7,1910,0.0,0,576,576,792,348,1140,0,0,1,0,3,1,Average,7,0,,No Garage,0,0,160,0,0,0,0,Normal Sale,96500
752,2-STORY 1946 & NEWER,,7750,,Level,Gilbert,Adjacent Railroad,7,5,2003,0.0,0,660,660,660,660,1320,0,0,2,1,3,1,Good,6,0,2003.0,Finished,2,0,48,0,0,0,0,Normal Sale,162000
753,1-STORY 1946 & NEWER,79.0,9236,,Level,College Creek,Normal,6,5,1997,0.0,1200,279,1479,1494,0,1494,1,0,2,0,3,1,Good,6,0,1997.0,Rough Finished,2,168,27,0,0,0,0,Normal Sale,217000
754,2-STORY 1946 & NEWER,80.0,10240,,Level,Northridge Heights,Normal,8,5,2005,178.0,0,1030,1030,1038,1060,2098,0,0,2,1,3,1,Excellent,8,1,2005.0,Rough Finished,3,192,52,0,0,0,0,Normal Sale,275500
755,1-STORY 1946 & NEWER,61.0,7930,,Level,North Ames,Normal,6,8,1969,0.0,439,115,1026,1026,0,1026,1,0,1,0,3,1,Good,5,0,1969.0,Rough Finished,2,171,48,0,0,0,0,Normal Sale,156000
756,2-STORY PUD,34.0,3230,Pave,Level,Somerset,Normal,6,5,1999,894.0,381,348,729,742,729,1471,0,0,2,1,3,1,Average,6,0,1999.0,Unfinished,2,0,24,0,0,0,0,Normal Sale,172500
757,2-STORY 1946 & NEWER,68.0,10769,,Level,College Creek,Normal,8,5,2007,0.0,20,846,866,866,902,1768,0,0,2,1,3,1,Good,7,0,2007.0,Rough Finished,2,144,105,0,0,0,0,Normal Sale,212000
758,2-STORY 1946 & NEWER,,11616,,Level,Sawyer,Normal,6,5,1978,328.0,438,234,672,672,714,1386,0,0,2,1,3,1,Average,6,1,1978.0,Finished,2,335,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",158900
759,2-STORY PUD,24.0,2280,Pave,Level,Somerset,Normal,7,5,1999,360.0,549,195,744,757,744,1501,0,0,2,1,3,1,Average,6,0,1999.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,179400
760,2-STORY 1946 & NEWER,65.0,12257,,Level,Northridge,Normal,8,5,1995,513.0,56,1198,1318,1328,1203,2531,0,0,2,1,4,1,Good,9,1,1995.0,Rough Finished,3,222,98,0,0,0,0,Normal Sale,290000
761,1-STORY 1946 & NEWER,70.0,9100,,Level,North Ames,Normal,6,6,1959,0.0,612,252,864,864,0,864,0,0,1,0,2,1,Average,5,0,2008.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,127500
762,1-STORY 1945 & OLDER,60.0,6911,,Level,Brookside,Adjacent Feeder St,5,5,1924,0.0,405,740,1145,1301,0,1301,0,0,1,0,2,1,Fair,5,0,1965.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,100000
763,2-STORY 1946 & NEWER,72.0,8640,,Level,Somerset,Normal,7,5,2009,0.0,24,732,756,764,783,1547,0,0,2,1,3,1,Good,7,0,2009.0,Unfinished,2,169,45,0,0,0,0,Normal Sale,215200
764,2-STORY 1946 & NEWER,82.0,9430,,Level,Northridge,Normal,8,5,1999,673.0,1163,89,1252,1268,1097,2365,1,0,2,1,3,1,Good,8,1,1999.0,Rough Finished,3,0,128,0,0,180,0,Normal Sale,337000
765,1-STORY PUD,30.0,9549,,Level,Veenker,Normal,8,5,1995,0.0,437,0,1494,1494,0,1494,1,0,1,1,2,1,Excellent,6,1,1995.0,Finished,2,0,30,0,0,216,0,Normal Sale,270000
766,1-STORY 1946 & NEWER,75.0,14587,,Level,Somerset,Normal,9,5,2008,284.0,0,1498,1498,1506,0,1506,0,0,2,0,2,1,Excellent,6,1,2008.0,Finished,2,0,174,0,0,0,0,Home was not completed when last assessed (associated with New Homes),264132
767,2-STORY 1946 & NEWER,80.0,10421,,Level,Northwest Ames,Normal,7,5,1988,42.0,394,586,980,980,734,1714,0,0,2,1,3,1,Average,7,1,1988.0,Unfinished,2,228,66,156,0,0,0,Normal Sale,196500
768,1-1/2 STORY ALL AGES,75.0,12508,,Level,Mitchell,Normal,6,7,1940,0.0,660,323,983,983,767,1750,1,0,2,0,4,1,Average,7,0,1989.0,Unfinished,1,245,0,156,0,0,0,Normal Sale,160000
769,1-STORY 1946 & NEWER,70.0,9100,,Level,College Creek,Normal,7,5,2004,0.0,24,1836,1860,1836,0,1836,0,0,2,0,3,1,Good,8,1,2004.0,Finished,2,120,33,0,0,0,0,Normal Sale,216837
771,SPLIT FOYER,,7252,,Level,Sawyer,Normal,5,5,1982,0.0,685,173,858,858,0,858,1,0,1,0,2,1,Average,5,0,1983.0,Unfinished,2,120,0,0,0,0,0,Normal Sale,134900
772,1-STORY 1946 & NEWER,67.0,8877,,Level,Edwards,Normal,4,5,1951,0.0,836,0,836,1220,0,1220,0,0,1,0,2,1,Average,6,0,1951.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,102000
773,SPLIT OR MULTI-LEVEL,94.0,7819,,Level,Edwards,Normal,6,5,1976,0.0,422,480,1029,1117,0,1117,1,0,1,0,3,1,Average,6,1,1976.0,Unfinished,2,144,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",107000
774,1-STORY 1946 & NEWER,70.0,10150,,Level,North Ames,Adjacent Feeder St,5,5,1958,1.0,456,456,912,912,0,912,0,0,1,0,2,1,Average,5,0,1958.0,Rough Finished,1,0,0,0,0,0,0,Normal Sale,114500
775,1-STORY 1946 & NEWER,110.0,14226,,Level,Northridge Heights,Normal,8,5,2006,375.0,0,1935,1935,1973,0,1973,0,0,2,0,3,1,Good,9,1,2006.0,Finished,3,315,45,0,0,0,0,Home was not completed when last assessed (associated with New Homes),395000
776,1-STORY PUD,32.0,4500,,Level,Mitchell,Normal,6,5,1998,320.0,866,338,1204,1204,0,1204,1,0,2,0,2,1,Average,5,0,1998.0,Finished,2,0,247,0,0,0,0,Normal Sale,162000
777,1-STORY 1946 & NEWER,86.0,11210,,Level,College Creek,Normal,7,5,2005,240.0,20,1594,1614,1614,0,1614,0,0,2,0,3,1,Good,7,0,2005.0,Rough Finished,3,144,59,0,0,0,0,Home was not completed when last assessed (associated with New Homes),221500
778,1-STORY 1946 & NEWER,100.0,13350,,Level,Sawyer,Normal,5,5,1974,0.0,762,102,864,894,0,894,1,0,1,0,3,1,Average,5,1,1974.0,Unfinished,2,241,0,0,0,0,0,Normal Sale,142500
779,DUPLEX,60.0,8400,,Level,Sawyer West,Adjacent Feeder St,5,5,1977,320.0,0,0,0,2020,0,2020,0,0,2,0,4,2,Average,10,2,1977.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,144000
780,DUPLEX,78.0,10530,,Level,Mitchell,Normal,6,5,1977,90.0,975,0,975,1004,0,1004,1,0,1,0,2,1,Average,4,0,1977.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,135000
781,1-STORY 1946 & NEWER,63.0,7875,,Level,Gilbert,Normal,7,5,1995,38.0,0,1237,1237,1253,0,1253,0,0,2,0,3,1,Average,6,1,1995.0,Finished,2,220,21,0,0,0,0,Normal Sale,176000
782,2-STORY 1946 & NEWER,65.0,7153,,Level,Sawyer West,Normal,6,5,1992,0.0,387,374,761,810,793,1603,0,0,2,1,3,1,Good,7,0,1992.0,Rough Finished,2,0,124,0,0,0,0,Normal Sale,175900
783,1-STORY 1946 & NEWER,67.0,16285,,Level,College Creek,Normal,7,5,2001,0.0,0,1413,1413,1430,0,1430,0,0,2,0,3,1,Good,6,0,2001.0,Rough Finished,2,0,33,0,0,0,0,Normal Sale,187100
784,SPLIT FOYER,,9101,,Level,Mitchell,Normal,5,6,1978,104.0,1097,0,1097,1110,0,1110,1,0,1,0,1,1,Good,4,1,1978.0,Finished,2,303,30,0,0,0,0,Normal Sale,165500
785,2-1/2 STORY ALL AGES,35.0,6300,Grvl,Level,Old Town,Normal,6,6,1914,0.0,0,742,742,742,742,1484,0,0,2,0,3,1,Average,9,1,,No Garage,0,0,291,134,0,0,0,Normal Sale,128000
786,1-STORY 1946 & NEWER,,9790,,Level,Northwest Ames,Adjacent Feeder St,6,5,1967,0.0,251,491,1372,1342,0,1342,0,0,2,0,3,1,Average,7,1,1967.0,Unfinished,2,0,0,0,0,197,0,Normal Sale,161500
787,1-1/2 STORY ALL AGES,60.0,10800,,Level,Old Town,Adjacent Arterial St,5,6,1915,0.0,686,0,686,966,686,1652,1,0,2,0,4,1,Average,7,0,1961.0,Unfinished,1,0,0,196,0,0,0,Normal Sale,139000
788,2-STORY 1946 & NEWER,76.0,10142,,Level,Sawyer West,Normal,7,5,2004,0.0,656,300,956,956,1128,2084,1,0,2,1,4,1,Good,8,0,2004.0,Rough Finished,2,0,45,0,0,0,0,Normal Sale,233000
789,1-STORY 1946 & NEWER,50.0,6000,,Level,Old Town,Normal,4,7,1954,0.0,0,901,901,901,0,901,0,0,1,0,2,1,Average,4,0,1954.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,107900
